Unnamed: 0,공연코드,공연회차,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,단독판매여부,공연시작년도,공연시작월,공연시작일,공연시작요일,공연시작시분,공연기간,공휴일여부,좌석등급개수,평균티켓가격,좌석점유율,코로나표준점수,검색량,출연횟수
SE000201,PF372502,1,90,서양음악(클래식),기악,김유경,,(주)프로아트매니지먼트(주최),만 7세 이상,N,N,N,N,N,2019,8,21,Wednesday,1200,1,0,1,20000.0,0.980225988700565,0.0,0,1
SE000101,PF374665,1,100,서양음악(클래식),기악,"한지연, 브라이언 수, 조앤 황",,(주)마스트미디어(주최),만 7세 이상,N,N,N,N,N,2019,8,22,Thursday,1200,1,0,2,25000.0,0.8571428571428571,0.0,0,3
SE000101,PF372999,1,90,서양음악(클래식),기악,백민정,,(주)음연(주최),만 7세 이상,N,N,N,N,N,2019,8,23,Friday,1200,1,0,1,20000.0,0.8727272727272727,0.0,0,7
SE000201,PF372486,1,90,서양음악(클래식),기악,"김정은, 박인혜",,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,8,24,Saturday,840,1,0,1,30000.0,0.9548022598870056,0.0,820,16
SE000101,PF373428,1,80,서양음악(클래식),기악,"유키 코야마, 허정화",,"플루트아트센터(FluteArtsCenter)(주최), 플루트아트센터(FluteArtsCenter)(주관)",만 7세 이상,N,N,Y,N,N,2019,8,24,Saturday,1200,1,0,1,50000.0,0.7005649717514124,0.0,0,2
SE000201,PF373078,1,90,서양음악(클래식),기악,유현지,,음악교육신문사(주최),만 7세 이상,N,N,N,N,N,2019,8,25,Sunday,840,1,0,1,20000.0,0.9858757062146892,0.0,0,2
SE000201,PF369176,1,90,서양음악(클래식),기악,"박재린, 김정수, 민경식",,지클레프(주최),만 7세 이상,N,N,N,N,N,2019,8,25,Sunday,1200,1,0,1,20000.0,0.9887005649717514,0.0,0,27
SE000201,PF374156,1,90,서양음악(클래식),기악,"채문영, 양고운, 박소영, 이수민, 임경원",,(사)부암뮤직소사이어티(주최),만 7세 이상,N,N,N,N,N,2019,8,27,Tuesday,1200,1,0,1,20000.0,0.7514285714285714,0.0,60,38
SE000201,PF373865,1,90,서양음악(클래식),기악,"강윤지, 박진우",,마에스트로 컴퍼니(주최),만 7세 이상,N,N,N,N,N,2019,8,28,Wednesday,1200,1,0,1,20000.0,0.975609756097561,0.0,8020,51
SE000201,PF373974,1,100,서양음악(클래식),기악,"문명환, 조혜정",,영음예술기획(주최),만 7세 이상,N,N,N,N,N,2019,8,29,Thursday,1200,1,0,1,20000.0,0.9887005649717514,0.0,0,10
SE000201,PF373086,1,100,서양음악(클래식),기악,"양영욱, 오은지, 노민호, 이규봉",,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,8,30,Friday,1200,1,0,1,10000.0,0.963276836158192,0.0,0,11
SE000201,PF373511,1,100,서양음악(클래식),기악,"유광수, 김주형, 이건용, 원정아",,음악교육신문사(주최),만 7세 이상,N,N,N,N,N,2019,8,31,Saturday,840,1,0,1,20000.0,0.9576271186440678,0.0,0,3
SE000101,PF375729,1,90,서양음악(클래식),기악,"최규정, 한지은",,지클레프(주최),만 7세 이상,N,N,N,N,N,2019,9,1,Sunday,840,1,0,1,20000.0,0.9827586206896552,0.0,0,10
SE000101,PF375347,1,90,서양음악(클래식),기악,"김소연, 문정재",,"라온클래식(주관), 라온클래식(주최)",만 7세 이상,N,N,N,N,N,2019,9,1,Sunday,1200,1,0,2,25000.0,0.5952380952380952,0.0,5420,27
SE000201,PF375255,1,90,서양음악(클래식),기악,"나재령, 박혜정",,플룻샵(주최),만 7세 이상,N,N,N,N,N,2019,9,3,Tuesday,1200,1,0,1,20000.0,0.9887005649717514,0.0,0,5
SE000201,PF374712,1,90,서양음악(클래식),기악,"강희윤, 황보영",,"(주)마스트미디어(주관), CLASSY LOUNGE(클래시라운지)(주최)",만 7세 이상,N,N,N,N,N,2019,9,4,Wednesday,1200,1,0,1,20000.0,0.9717514124293786,0.0,0,30
SE000201,PF374897,1,100,서양음악(클래식),기악,"유미정, 김홍준, 배기정",,영음예술기획(주최),만 7세 이상,N,N,N,N,N,2019,9,5,Thursday,1200,1,0,1,30000.0,0.9774011299435028,0.0,0,10
SE000201,PF374060,1,100,서양음악(클래식),성악,"차소용, 손은정",,"지음기획(주최), 지음기획(주최)",만 7세 이상,N,N,N,N,N,2019,9,6,Friday,1200,1,0,1,20000.0,0.9830508474576272,0.0,0,8
SE000201,PF374965,1,90,서양음악(클래식),기악,"김종아, 유재연, 진덕",,CLASSY LOUNGE(클래시라운지)(주최),만 7세 이상,N,N,N,N,N,2019,9,7,Saturday,840,1,0,1,20000.0,1.0,0.0,0,3
SE000201,PF375900,1,90,서양음악(클래식),기악,"이현옥, 문재원, 김주현",,CLASSY LOUNGE(클래시라운지)(주최),만 7세 이상,N,N,N,N,N,2019,9,7,Saturday,1200,1,0,1,30000.0,0.9774011299435028,0.0,790,14
SE000201,PF373009,1,90,서양음악(클래식),기악,"김유진, 김한길",,"예인예술기획(주최), 예인예술기획(기획사)",만 7세 이상,N,N,N,N,N,2019,9,8,Sunday,840,1,0,1,10000.0,0.9774011299435028,0.0,0,1
SE000201,PF375684,1,80,서양음악(클래식),기악,피오트르 쿠프카 등,,예진문화기획사 (매니지먼트예진)(주최),만 7세 이상,N,N,Y,N,N,2019,9,8,Sunday,1200,1,0,1,30000.0,0.9,0.0,0,1
SE000201,PF375253,1,90,서양음악(클래식),기악,김수련,,프로아트엔터테인먼트(주최),만 7세 이상,N,N,N,N,N,2019,9,10,Tuesday,1200,1,0,1,20000.0,0.9661016949152542,0.0,0,20
SE000201,PF375299,1,90,서양음악(클래식),기악,성해린,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,9,17,Tuesday,1200,1,0,1,20000.0,0.980225988700565,0.0,0,5
SE000201,PF374852,1,100,서양음악(클래식),기악,"손치호, 정보희, 임명진, 조영호, 최효정, 서지은",,조인클래식(주최),만 7세 이상,N,N,N,N,N,2019,9,18,Wednesday,1200,1,0,1,20000.0,0.9774011299435028,0.0,0,25
SE000201,PF375870,1,90,서양음악(클래식),기악,이철민,,CLASSY LOUNGE(클래시라운지)(주최),만 7세 이상,N,N,N,N,N,2019,9,19,Thursday,1200,1,0,1,20000.0,0.9661016949152542,0.0,0,3
SE000201,PF374066,1,100,서양음악(클래식),기악,"서계숙, 곽노희, 이선경, 조소연, 신효영, 이준성, 정도행 등",,"지음기획(주관), 서계숙동문회(주최)",만 7세 이상,N,N,N,N,N,2019,9,20,Friday,1200,1,0,1,20000.0,0.9774011299435028,0.0,0,2
SE000201,PF375992,1,90,서양음악(클래식),기악,김지혜,,CLASSY LOUNGE(클래시라운지)(주최),만 7세 이상,N,N,N,N,N,2019,9,21,Saturday,1200,1,0,1,20000.0,0.9576271186440678,0.0,0,5
SE000201,PF375265,1,100,서양음악(클래식),기악,"이송희, 박휘암",,(주)마스트미디어(주최),만 7세 이상,N,N,N,N,N,2019,9,22,Sunday,840,1,0,1,20000.0,0.9830508474576272,0.0,0,22
SE000201,PF374545,1,100,서양음악(클래식),기악,"황순빈, 한지은",,조인클래식(주최),만 7세 이상,N,N,N,N,N,2019,9,22,Sunday,1200,1,0,1,20000.0,0.9745762711864406,0.0,0,55
SE000201,PF375952,1,90,서양음악(클래식),기악,,,"지클레프(주관), 현대음악앙상블 소리(주최)",만 7세 이상,N,N,N,N,N,2019,9,24,Tuesday,1200,1,0,2,25000.0,0.9689265536723164,0.0,0,0
SE000201,PF376986,1,100,서양음악(클래식),기악,,"박명훈, 김지향","현대문화기획(주관), (사)한국작곡가협회(주최)",만 7세 이상,N,N,N,N,N,2019,9,25,Wednesday,1200,1,0,1,20000.0,0.4583333333333333,0.0,0,0
SE000201,PF375913,1,100,서양음악(클래식),기악,,,"예인예술기획(주관), 한양대학교(주관), 범음악제 운영위원회(주최)",만 7세 이상,N,Y,N,N,N,2019,9,27,Friday,1200,1,0,1,10000.0,0.5114503816793893,0.0,0,0
SE000201,PF375700,1,90,서양음악(클래식),기악,조영창 등,조영미,"(주)컬쳐비즈글로벌(주관), Anima Chamber(아니마챔버)(주최)",만 7세 이상,N,N,N,N,N,2019,9,28,Saturday,840,1,0,1,30000.0,0.9858356940509916,0.0,0,62
SE000101,PF376433,1,90,서양음악(클래식),기악,"박노을, 히로타 슌지",,지클레프(주최),만 7세 이상,N,N,N,N,N,2019,9,28,Saturday,1200,1,0,1,20000.0,0.9858757062146892,0.0,0,24
SE000201,PF375572,1,90,서양음악(클래식),기악,김희균,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,9,29,Sunday,1200,1,0,1,30000.0,0.9830508474576272,0.0,0,7
SE000201,PF376329,1,90,서양음악(클래식),기악,"김나정, 이은숙",,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,1,Tuesday,1200,1,0,1,20000.0,0.0875706214689265,0.0,0,3
SE000201,PF375867,1,90,서양음악(클래식),기악,남희정,,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,2,Wednesday,1200,1,0,1,20000.0,0.956810631229236,0.0,0,7
SE000201,PF376382,1,100,서양음악(클래식),기악,"서진희, 김시내, 선우지현, 김수진, 김정은, 최영미, 박종화 등","김희라, 신만식, 강혜리 등","영음예술기획(주관), AYAF앙상블(아야프앙상블)(주최)",만 7세 이상,N,N,N,N,N,2019,10,3,Thursday,1020,1,1,1,20000.0,0.9858757062146892,0.0,640,31
SE000101,PF376681,1,90,서양음악(클래식),기악,"박해미, 홍정모, 배혜연, 임주연, 이지영, 문재원",,CLASSY LOUNGE(클래시라운지)(주최),만 7세 이상,N,N,N,N,N,2019,10,4,Friday,1200,1,0,1,20000.0,0.9717514124293786,0.0,790,14
SE000201,PF375619,1,100,서양음악(클래식),기악,"윤수빈, 히로타 슌지, 정광준",,영음예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,5,Saturday,840,1,0,1,20000.0,0.9716713881019832,0.0,0,24
SE000201,PF376355,1,90,서양음악(클래식),기악,"임재성, 이유현",,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,5,Saturday,1200,1,0,1,20000.0,0.9830508474576272,0.0,0,5
SE000201,PF375348,1,90,서양음악(클래식),기악,"김진훈, 박상희, 이신형",,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,6,Sunday,840,1,0,1,20000.0,0.9858356940509916,0.0,0,9
SE000201,PF376687,1,90,서양음악(클래식),기악,박보윤,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,6,Sunday,1200,1,0,1,20000.0,0.9774011299435028,0.0,0,6
SE000201,PF376289,1,90,서양음악(클래식),기악,"권새롬, 민경식, 박혜은, 오주연, 김혜미",,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,8,Tuesday,1200,1,0,1,20000.0,0.9830508474576272,0.0,0,26
SE000201,PF376703,1,90,서양음악(클래식),기악,"송정민, 신지아, 박정호, 심선민",,지클레프(주최),만 7세 이상,N,N,N,N,N,2019,10,9,Wednesday,1200,1,1,1,20000.0,0.980225988700565,0.0,0,27
SE000201,PF376428,1,100,서양음악(클래식),기악,"양정윤, 일리야 라쉬코프스키",,조인클래식(주최),만 7세 이상,N,N,N,N,N,2019,10,10,Thursday,1200,1,0,1,20000.0,0.9915014164305948,0.0,8070,52
SE000201,PF376354,1,90,서양음악(클래식),기악,"이자윤, 이진혜, 전경원",,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,11,Friday,1200,1,0,1,20000.0,1.0,0.0,0,10
SE000201,PF376776,1,100,서양음악(클래식),기악,황보영,,영음예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,12,Saturday,840,1,0,1,20000.0,0.9745042492917848,0.0,0,30
SE000201,PF375892,1,90,서양음악(클래식),기악,박미정,,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,12,Saturday,1200,1,0,1,30000.0,0.9650145772594751,0.0,0,13
SE000201,PF374130,1,90,서양음악(클래식),기악,이현정,,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,13,Sunday,840,1,0,1,20000.0,0.9914285714285714,0.0,0,7
SE000201,PF376766,1,90,서양음악(클래식),기악,"최병호, 조혜정",,마에스트로 컴퍼니(주최),만 7세 이상,N,N,N,N,N,2019,10,13,Sunday,1200,1,0,1,30000.0,0.9158576051779936,0.0,0,10
SE000201,PF376031,1,80,서양음악(클래식),기악,계명선,,예진문화기획사 (매니지먼트예진)(주최),만 7세 이상,N,N,N,N,N,2019,10,15,Tuesday,1200,1,0,1,30000.0,0.9871794871794872,0.0,0,10
SE000201,PF376854,1,90,서양음악(클래식),기악,문재원,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,16,Wednesday,1200,1,0,1,20000.0,0.9661016949152542,0.0,790,14
SE000201,PF377676,1,70,서양음악(클래식),기악,"정영하, 이용근, 정성윤, 권영인, 김재용, 이용근, 정진희 등",김규동,현대문화기획(주관),만 7세 이상,N,N,N,N,N,2019,10,17,Thursday,1200,1,0,1,10000.0,0.5161290322580645,0.0,0,18
SE000201,PF376299,1,100,서양음악(클래식),기악,이태정,,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,18,Friday,1200,1,0,1,20000.0,0.96045197740113,0.0,0,7
SE000201,PF376159,1,90,서양음악(클래식),기악,"김수금, 임정희, 이윤정, 한은영, 곽나영, 김우중, 이지현 등",,프로아트엔터테인먼트(주최),만 7세 이상,N,N,N,N,N,2019,10,19,Saturday,840,1,0,1,20000.0,0.8080357142857143,0.0,0,23
SE000201,PF376628,1,90,서양음악(클래식),기악,"강지원, 유예리",,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,19,Saturday,1200,1,0,1,20000.0,0.9887005649717514,0.0,0,1
SE000101,PF376604,1,100,서양음악(클래식),기악,"안명주, 이윤정, 김동진, 고가정선, 이석준, 김용배",,"예인예술기획(주관), 세종목관챔버앙상블(주최)",만 7세 이상,N,N,N,N,N,2019,10,20,Sunday,840,1,0,1,20000.0,0.9886685552407932,0.0,0,44
SE000201,PF377450,1,90,서양음악(클래식),기악,김정림,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,20,Sunday,1200,1,0,1,20000.0,0.9943502824858758,0.0,0,8
SE000201,PF377480,1,90,서양음악(클래식),기악,정지강,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,22,Tuesday,1200,1,0,1,20000.0,0.9915014164305948,0.0,0,6
SE000201,PF378368,1,90,서양음악(클래식),기악,"임재성, 우미영, 이용근, 정성윤, 히로타 슌지, 조윤조, 손지혜 등","권지원, 김규동, 박준영 등","현대문화기획(주관), 미래악회(주최)",만 7세 이상,N,N,N,N,N,2019,10,23,Wednesday,1200,1,0,1,10000.0,0.5059523809523809,0.0,0,24
SE000101,PF376972,1,90,서양음악(클래식),기악,"전성해, 장우리 등",,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,24,Thursday,1200,1,0,1,20000.0,0.9773371104815864,0.0,0,20
SE000201,PF377330,1,90,서양음악(클래식),기악,유미정,박지우,영음예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,25,Friday,1200,1,0,1,30000.0,0.988095238095238,0.0,0,2
SE000201,PF377484,1,90,서양음악(클래식),기악,양윤희,,이든예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,26,Saturday,1200,1,0,1,20000.0,0.9774011299435028,0.0,0,6
SE000201,PF376076,1,90,서양음악(클래식),기악,"김현아, 양승희, 서수민, 이한나, 김호정, 우지연, 이창형 등",김현미,"지클레프(주관), 코리아나 챔버뮤직 소사이어티(주최)",만 7세 이상,N,N,N,N,N,2019,10,27,Sunday,840,1,0,3,20000.0,0.9915254237288136,0.0,0,63
SE000201,PF376273,1,100,서양음악(클래식),기악,"김재학, 한형일, 이승한, 김상욱",,"디자인기타(주관), 서울기타콰르텟(주최)",만 7세 이상,N,N,N,N,N,2019,10,27,Sunday,1200,1,0,2,40000.0,0.8418079096045198,0.0,0,1
SE000201,PF376842,1,90,서양음악(클래식),기악,한기정,,(주)음연(주최),만 7세 이상,N,N,N,N,N,2019,10,29,Tuesday,1200,1,0,1,30000.0,0.8893129770992366,0.0,0,6
SE000201,PF376950,1,90,서양음악(클래식),기악,"오신정, 함일규, 김민조, 이준원, 알렉산더, 강우성",,프로아트엔터테인먼트(주최),만 7세 이상,N,N,N,N,N,2019,10,30,Wednesday,1200,1,0,1,20000.0,0.9830508474576272,0.0,0,10
SE000201,PF377349,1,100,서양음악(클래식),기악,"조정민, 박인혜",,예인예술기획(주최),만 7세 이상,N,N,N,N,N,2019,10,31,Thursday,1200,1,0,1,20000.0,0.9491525423728814,0.0,0,4
SE000101,PF376079,1,90,서양음악(클래식),기악,"한동연, 황보영",,지클레프(주최),만 7세 이상,N,N,N,N,N,2019,11,1,Friday,1200,1,0,2,25000.0,0.9887005649717514,0.0,0,30
SE000201,PF378045,1,100,서양음악(클래식),기악,"최힐, 김창호, 김재원, 이강렬",,"음악교육신문(주최), 음악교육신문사(주최)",만 7세 이상,N,N,N,N,N,2019,11,3,Sunday,840,1,0,3,33333.333333333336,0.8418079096045198,0.0,1930,164
SE000201,PF379451,1,90,서양음악(클래식),기악,,"김봄이, 김태희, 안희정 등","현대문화기획(주관), (사)한국작곡가협회 ACL코리아(주최)",만 7세 이상,N,N,N,N,N,2019,11,5,Tuesday,1200,1,0,1,10000.0,0.4523809523809524,0.0,0,0
SE000201,PF378207,1,90,서양음악(클래식),기악,이영우,,콘서트디자인(주최),만 7세 이상,N,N,N,N,N,2019,11,6,Wednesday,1200,1,0,1,20000.0,0.8770053475935828,0.0,0,9
SE000201,PF379441,1,90,서양음악(클래식),기악,,"김보미, 정미선, 박선영 등","현대문화기획(주관), (사)한국여성작곡가회(주최)",만 7세 이상,N,N,N,N,N,2019,11,7,Thursday,1200,1,0,1,10000.0,0.4553571428571428,0.0,0,0
SE000201,PF379462,1,90,서양음악(클래식),기악,"안세훈, 방세원, 문명환, 최주연",우미현,현대문화기획(주최),만 7세 이상,N,N,N,N,N,2019,11,8,Friday,1200,1,0,1,20000.0,0.3630952380952381,0.0,0,9
