,전송사업자코드,전송사업자명,좌석수,공연코드,공연회차,공연일시,예매/취소구분,예매/취소매수,예매/취소금액,장당금액,공연시작일자,공연종료일자,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,원작자명,극작가명,수상실적,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,좌석등급,단독판매여부,판매좌석수
2755,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2756,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2757,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2758,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2759,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2760,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2761,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2762,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2763,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2764,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2765,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2766,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2767,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2768,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2769,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2770,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2771,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2772,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2773,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2774,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2775,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2776,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2777,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2778,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2779,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2780,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2781,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2782,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2783,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2784,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2785,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2786,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2787,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2788,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2789,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2790,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2791,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2792,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2793,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2794,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2795,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2796,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2797,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2798,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2799,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2800,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2801,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2802,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2803,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2804,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2805,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2806,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2807,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2808,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2809,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2810,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2811,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2812,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2813,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2814,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2815,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2816,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2817,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2818,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2819,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2820,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2821,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2822,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2823,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2824,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2825,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2826,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2827,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2828,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2829,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2830,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2831,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2832,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2833,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2834,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2835,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2836,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2837,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2838,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2839,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2840,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2841,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2842,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2843,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2844,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2845,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2846,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2847,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2848,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2849,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
2850,SE000102,티켓링크,248,PF360097,1,2019-07-09 19:30,1,1,0,0,2019-07-09,2019-07-09,1시간 30분,서양음악(클래식),기악,한성원,,대구콘서트하우스(주최),,,,만 6세 이상,N,N,N,N,전석(10000),Y,1석
