,전송사업자코드,전송사업자명,좌석수,공연코드,공연회차,공연일시,예매/취소구분,예매/취소매수,예매/취소금액,장당금액,공연시작일자,공연종료일자,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,원작자명,극작가명,수상실적,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,좌석등급,단독판매여부,판매좌석수
12418,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12419,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12420,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,2,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12421,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,2,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12422,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12423,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12424,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12425,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12426,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12427,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12428,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12429,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12430,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12431,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12432,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12433,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12434,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12435,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12436,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12437,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,2,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12438,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12439,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12440,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12441,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12442,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12443,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,2,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12444,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,2,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12445,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12446,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12447,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12448,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12449,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12450,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12451,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,12000,12000,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12452,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12453,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12454,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12455,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12456,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12457,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12458,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12459,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12460,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12461,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12462,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12463,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12464,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12465,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12466,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12467,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12468,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12469,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12470,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12471,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12472,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12473,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12474,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12475,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12476,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12477,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12478,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12479,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12480,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12481,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12482,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12483,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12484,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12485,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12486,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12487,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12488,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12489,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12490,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12491,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12492,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12493,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12494,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12495,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12496,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12497,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12498,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12499,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12500,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12501,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
12502,SE000102,티켓링크,248,PF382485,1,2020-01-18 18:00,1,1,0,0,2020-01-18,2020-01-18,1시간 30분,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",,,,만 7세 이상,N,N,N,N,전석(12000),Y,1석
