Unnamed: 0,전송사업자코드,공연코드,공연회차,소요시간,장르명,세부장르명,출연진내용,제작진내용,기획제작사명,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,단독판매여부,공연시작년도,공연시작월,공연시작일,공연시작요일,공연시작시분,공연기간,공휴일여부,좌석등급개수,평균티켓가격,좌석점유율,코로나표준점수,검색량,출연횟수
21,SE000102,PF375917,1,70,서양음악(클래식),기악,"장영목, 김돈, 최영미, 임우상, 정희치, 김정길 등",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,9,27,Friday,1170,1,0,1,10000.0,0.7540322580645161,0,0,31
22,SE000102,PF376291,1,70,무용(서양/한국무용),현대무용,"박진화, 이윤화, 배은진, 나윤아, 이은정","김성용, 정은신","대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,10,2,Wednesday,1170,1,0,1,10000.0,0.5201612903225806,0,0,6
23,SE000102,PF376242,1,70,한국음악(국악),혼합,"김봉규, 김지선, 이갑규, 정혜진, 최병길",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2019,10,5,Saturday,1020,1,0,1,10000.0,0.6774193548387096,0,0,1
24,SE000102,PF376163,1,70,서양음악(클래식),기악,"박영희, 박철하, 권은실, 강나래, 최용준, 정혜진, 백나현 등",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,10,8,Tuesday,1170,1,0,1,10000.0,0.375,0,0,3
25,SE000303,PF378284,1,90,서양음악(클래식),기악,"라도스와브 솝착, 박미선, 박치상, 야노스와프 톰잘",,노부스 앙상블(주최),전체 관람가,N,N,N,N,N,2019,10,10,Thursday,1170,1,0,1,30000.0,0.0080645161290322,0,0,29
26,SE000102,PF377725,1,90,서양음악(클래식),기악,,,대구콘서트하우스(주최),만 8세 이상,N,N,N,N,N,2019,10,12,Saturday,1170,1,0,1,0.0,1.0,0,0,1
27,SE000102,PF377579,1,70,서양음악(클래식),성악,"이성원, 최윤희, 백나현, 홍기쁨",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,10,30,Wednesday,1170,1,0,1,10000.0,0.8548387096774194,0,0,5
28,SE000102,PF360051,1,70,서양음악(클래식),기악,이형근,,대구콘서트하우스(주최),만 7세 이상,N,N,N,N,Y,2019,11,6,Wednesday,1170,1,0,1,10000.0,0.4233870967741935,0,0,6
29,SE000201,PF379445,1,85,서양음악(클래식),기악,"서주희, 김소정, 한혜민, 경희설, 김유진, 김태영",,"코리아트ENT(기획사), 코리아트ENT(주최)",만 7세 이상,N,N,N,N,N,2019,11,17,Sunday,1020,1,0,1,10000.0,0.0778688524590164,0,3780,9
30,SE000303,PF370526,1,90,서양음악(클래식),기악,"김응수, 노소연, 김형은, 우세라, 박수빈, 이항석, 이준서 등",,"킴스클래식예술기획(주관), 앙상블 우애(주최)",만 8세 이상,N,N,N,N,N,2019,11,16,Saturday,1170,1,0,1,10000.0,0.0241935483870967,0,0,36
31,SE000303,PF370875,1,130,서양음악(클래식),기악,"오국환, 배원, 강희윤, 김유진, 김주경, 이수정, 박진아 등",서주희,"대구청년클래식음악제(주최), 대구청년클래식음악제(주관)",전체 관람가,N,Y,N,N,N,2019,11,21,Thursday,1140,1,0,1,10000.0,0.0362903225806451,0,0,4
32,SE000102,PF379306,1,60,서양음악(클래식),기악,"오혜림, 임성희, 장하은",,Enosh Ensemble(에노스 앙상블)(주최),만 7세 이상,N,N,N,N,Y,2019,11,22,Friday,1170,1,0,1,5000.0,0.2258064516129032,0,0,3
33,SE000201,PF378108,1,100,서양음악(클래식),기악,"변예진, 변새봄, 임주영",,드림클래식코리아(주관),만 7세 이상,N,N,N,N,N,2019,11,23,Saturday,1020,1,0,1,20000.0,0.0296296296296296,0,0,13
34,SE000102,PF378766,1,90,서양음악(클래식),기악,류태형 등,,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,11,27,Wednesday,1170,1,0,1,5000.0,0.7338709677419355,0,0,12
35,SE000303,PF371204,1,60,서양음악(클래식),기악,"최현, 남경림, 이미영 등",,"탑퍼커션앙상블(주최), 탑퍼커션앙상블(주관)",만 5세 이상,N,N,N,N,N,2019,11,30,Saturday,1020,1,0,1,10000.0,0.0201612903225806,0,0,1
36,SE000102,PF375517,1,70,서양음악(클래식),기악,"장혁준, 최영식, 이윤하, 황효정, 송호섭, 한경진, 김지인",,"월드오케스트라시리즈 조직위원회(주최), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,12,2,Monday,1170,1,0,1,10000.0,0.7217741935483871,0,0,13
37,SE000102,PF379867,1,70,서양음악(클래식),기악,"김민수, 황효정, 배현욱, 박선경, 양삼영, 문민영 등",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,12,4,Wednesday,1170,1,0,1,10000.0,0.4798387096774194,0,0,7
38,SE000102,PF375509,1,70,서양음악(클래식),기악,"신상준, 나윤아, 오은정, 윤혜원, 김보연, 조상운, 오지현 등",,"월드오케스트라시리즈 조직위원회(주최), 대구콘서트하우스(주최)",12개월 이상,N,N,N,N,Y,2019,12,5,Thursday,1170,1,0,1,10000.0,0.782258064516129,0,50,35
39,SE000102,PF379771,1,70,서양음악(클래식),기악,"최규원, 정나영, 김소정, 경의설",,"대구콘서트하우스(기획사), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2019,12,6,Friday,1170,1,0,1,10000.0,0.5443548387096774,0,0,2
40,SE000201,PF370863,1,90,서양음악(클래식),기악,"허효정, 이신우",,(주)오푸스(OPUS)(주최),만 8세 이상,N,N,N,N,N,2019,12,12,Thursday,1170,1,0,1,20000.0,0.3237704918032787,0,0,6
41,SE000303,PF371487,1,120,서양음악(클래식),기악,"허아영, 박지현, 정현정, 김보석, 김효승, 배혜완",,헤르츠앙상블(HERZ Ensemble)(주관),만 7세 이상,N,N,N,N,N,2019,12,13,Friday,1170,1,0,1,5000.0,0.0524193548387096,0,0,4
42,SE000303,PF371205,1,60,복합,다원/융복합,"손미주, 조민형, 오혜령, 윤민경, 이지은, 강다윤 등",,"모음 앙상블(주최), 모음 앙상블(주관)",24개월 이상,N,N,N,N,N,2019,12,14,Saturday,960,1,0,1,10000.0,0.2258064516129032,0,0,10
43,SE000303,PF371076,1,90,서양음악(클래식),성악,"배혜리, 이정아, 이영규, 최민영, 백민아, 구은정, 남자은 등",,더 소프라노즈(주최),만 7세 이상,N,N,N,N,N,2019,12,17,Tuesday,1170,1,0,1,20000.0,0.0201612903225806,0,0,2
44,SE000303,PF382241,1,90,서양음악(클래식),기악,,,"앙상블 토니카(주최), 앙상블 토니카(주관)",만 7세 이상,N,N,N,N,N,2019,12,31,Tuesday,1170,1,0,1,10000.0,0.2137096774193548,0,0,1
45,SE000102,PF382485,1,90,서양음악(클래식),기악,유상오,,"나래아트컴퍼니(주최), 나래아트컴퍼니(주관)",만 7세 이상,N,N,N,N,Y,2020,1,18,Saturday,1080,1,0,1,12000.0,1.14,0,0,1
46,SE000201,PF387260,1,80,서양음악(클래식),성악,"권수민, 김신영, 박고운, 임예린, 김찬욱, 이요한, 김창규 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2020,7,15,Wednesday,1170,1,0,1,10000.0,0.8431372549019608,1,2740,17
47,SE000201,PF387267,1,80,서양음악(클래식),성악,"이소미, 권성준, 김현서",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2020,7,16,Thursday,1170,1,0,1,10000.0,0.8627450980392157,1,0,2
48,SE000201,PF387268,1,80,서양음악(클래식),성악,"김상은, 김보라, 이병룡, 이인철, 박선민",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2020,7,17,Friday,1170,1,0,1,10000.0,0.7843137254901961,1,0,3
49,SE000201,PF387868,1,90,서양음악(클래식),기악,"박민, 홍종원, 채다인, 김현수",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,8,12,Wednesday,1170,1,0,1,10000.0,0.9019607843137256,1,0,1
50,SE000201,PF387867,1,90,서양음악(클래식),기악,"장은호, 김성아, 서경연, 원선윤, 송영민, 문지원, 정헌 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,8,13,Thursday,1170,1,0,1,10000.0,0.9215686274509804,1,3070,38
51,SE000201,PF387866,1,90,서양음악(클래식),기악,"양원윤, 엄윤숙, 김헌일, 이경희, 김지혜, 김소정, 박승원 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,8,14,Friday,1170,1,0,1,10000.0,0.8235294117647058,1,0,30
52,SE000201,PF388115,1,60,서양음악(클래식),기악,진솔 등,,"대구콘서트하우스(주관), 대구국제현대음악제(주관), 젊은음악인의모임(주관), 대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은음악인의모임(주최)",만 7세 이상,N,Y,N,N,N,2020,8,19,Wednesday,960,1,0,1,20000.0,0.9591836734693876,1,1670,31
53,SE000201,PF388117,1,60,서양음악(클래식),기악,,,"대구콘서트하우스(주관), 대구국제현대음악제(주관), 젊은음악인의모임(주관), 대구콘서트하우스(주최), 대구국제현대음악제(주최), 젊은음악인의모임(주최)",만 7세 이상,N,Y,N,N,N,2020,8,19,Wednesday,1170,1,0,1,20000.0,0.9591836734693876,1,0,1
54,SE000201,PF388119,1,60,서양음악(클래식),기악,,,"젊은음악인의모임(주관), 대구콘서트하우스(주최), 대구국제현대음악제(주최)",만 7세 이상,N,Y,N,N,N,2020,8,20,Thursday,1170,1,0,1,20000.0,0.9591836734693876,1,0,1
55,SE000201,PF388110,1,60,서양음악(클래식),기악,이영우 등,,"젊은음악인의모임(주관), 대구콘서트하우스(주최), 대구국제현대음악제(주최)",만 7세 이상,N,Y,N,N,N,2020,8,21,Friday,840,1,0,1,20000.0,0.9591836734693876,1,0,24
56,SE000201,PF389222,1,60,서양음악(클래식),기악,,,"젊은음악인의모임(주관), 대구콘서트하우스(주최), 대구국제현대음악제(주최)",만 7세 이상,N,Y,N,N,N,2020,8,21,Friday,1020,1,0,1,20000.0,0.9591836734693876,1,0,1
57,SE000201,PF388979,1,90,서양음악(클래식),기악,"정나영, 문민영",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2020,9,17,Thursday,1170,1,0,1,10000.0,0.5882352941176471,3,0,3
58,SE000201,PF388977,1,90,서양음악(클래식),기악,"이지은, 이재준, 김효준, 추교준, 서주희, 이다영",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2020,9,18,Friday,1170,1,0,1,10000.0,0.6823529411764706,3,230,10
59,SE000303,PF389753,1,90,서양음악(클래식),기악,"김성연, 위수인, 정유민, 김연귀",,"대구음악협회(주최), 대구음악협회(주관)",만 7세 이상,N,Y,N,N,N,2020,9,20,Sunday,1080,1,0,1,10000.0,0.0085470085470085,3,0,2
60,SE000201,PF389866,1,60,서양음악(클래식),기악,"류태형, 윤은솔, 박수현, 문서현, 조형준",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,N,2020,9,24,Thursday,1170,1,0,1,5000.0,0.3125,3,0,12
61,SE000201,PF389714,1,90,서양음악(클래식),기악,"인소연, 이상준, 윤솔",,"대구콘서트하우스(주최), 대구콘서트하우스(주관), 공간울림(주최), 공간울림(주관)",만 7세 이상,N,Y,N,N,N,2020,10,3,Saturday,840,1,1,1,10000.0,0.75,3,0,5
62,SE000303,PF389906,1,70,서양음악(클래식),기악,"최혜리, 박신혜, 오지환, 이나영",,"디엘앙상블(주관), 디엘앙상블(주최)",만 8세 이상,N,N,N,N,N,2020,10,10,Saturday,1020,1,0,1,10000.0,0.0427350427350427,3,310,7
63,SE000102,PF380058,1,90,서양음악(클래식),기악,임주영,,"지트리 아트컴퍼니(주최), 지트리 아트컴퍼니(주관), 지트리 아트컴퍼니(주최), 지트리 아트컴퍼니(주관)",만 7세 이상,N,N,N,N,N,2020,11,3,Tuesday,1170,1,0,2,0.0,0.9658119658119658,1,0,4
64,SE000201,PF380682,1,90,서양음악(클래식),기악,"정성욱, 최지민, 윤주리, 손효창, 김태영, 우정훈, 김현정 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,N,2020,11,6,Friday,1170,1,0,1,10000.0,0.9401709401709402,1,0,3
65,SE000102,PF381671,1,70,서양음악(클래식),성악,"서정혁, 정지은",,,만 7세 이상,N,N,N,N,N,2020,11,14,Saturday,1020,1,0,1,0.0,0.9658119658119658,1,0,3
66,SE000102,PF381531,1,90,서양음악(클래식),기악,"백준원, 최혜리",,콰르텟 콘 아니마(주관),만 7세 이상,N,N,N,N,Y,2020,11,15,Sunday,1020,1,0,1,20000.0,0.9658119658119658,1,0,2
67,SE000201,PF380061,1,90,서양음악(클래식),기악,"이상준, 우정훈, 조영진, 곽소영",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2020,11,17,Tuesday,1170,1,0,1,10000.0,0.7777777777777778,1,0,1
68,SE000303,PF380040,1,90,서양음악(클래식),기악,"하지현, 장가연, 제임스재원문",,에이엠예술기획(AM엔터테인먼트)(주관),만 7세 이상,N,N,N,N,N,2020,11,22,Sunday,1020,1,0,1,10000.0,0.8888888888888888,1,790,14
69,SE000102,PF381417,1,90,서양음악(클래식),기악,"하지현, 김광조, 김민지, 장가영, 안경민, 우정훈",,리에 목관 5중주(주최),만 7세 이상,N,N,N,N,N,2020,11,24,Tuesday,1170,1,0,1,10000.0,0.5555555555555556,1,0,3
70,SE000201,PF381472,1,60,서양음악(클래식),기악,"류태형, 송영민",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,11,25,Wednesday,1170,1,0,1,5000.0,0.5641025641025641,1,3070,38
71,SE000102,PF381071,1,90,서양음악(클래식),성악,임봉석,,"라모아트컴퍼니(주관), 보아즈앙상블(주관), 라모아트컴퍼니(주최)",만 7세 이상,N,N,N,N,N,2020,11,28,Saturday,1020,1,0,1,20000.0,0.9658119658119658,1,0,4
72,SE000201,PF381449,1,90,서양음악(클래식),기악,,,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,Y,N,N,Y,2020,12,3,Thursday,1170,1,0,1,10000.0,0.6495726495726496,2,0,1
73,SE000201,PF381464,1,90,서양음악(클래식),기악,"박치상, 야로스와브 돔잘, 정지교",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,Y,N,N,Y,2020,12,4,Friday,1170,1,0,1,10000.0,0.8205128205128205,2,0,28
74,SE000201,PF381045,1,90,서양음악(클래식),기악,"장지은, 김민주, 전예은, 이혜림, 공정연, 박원준, 박소현 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,12,16,Wednesday,1170,1,0,1,10000.0,0.4786324786324786,3,0,4
75,SE000201,PF381047,1,90,서양음악(클래식),기악,"김수지, 최재호",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,12,17,Thursday,1170,1,0,1,10000.0,0.5128205128205128,3,0,1
76,SE000201,PF381043,1,90,서양음악(클래식),기악,"송정민, 박신혜, 경희설, 이언, 윤성준, 김종현",,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2020,12,18,Friday,1170,1,0,1,10000.0,0.358974358974359,3,0,27
77,,PF392190,1,90,서양음악(클래식),기악,정소영,,"AM예술기획(AM엔터테인먼트)(주최), AM예술기획(AM엔터테인먼트)(주관), 에이엠예술기획(AM엔터테인먼트)(주최), 에이엠예술기획(AM엔터테인먼트)(주관)",만 7세 이상,N,N,N,N,Y,2021,1,19,Tuesday,1170,1,0,1,20000.0,0.5299145299145299,3,0,6
78,,PF393542,1,90,서양음악(클래식),기악,"신수현, 신윤영",,"가델 클래식 예술기획(주최), 가델 클래식 예술기획(주관)",만 6세 이상,N,N,N,N,N,2021,2,2,Tuesday,1170,1,0,1,0.0,0.5299145299145299,3,0,1
79,,PF393331,1,80,서양음악(클래식),기악,"조정현, 김동규",,음악교육신문사(주최),만 7세 이상,N,N,N,N,N,2021,2,24,Wednesday,1170,1,0,1,20000.0,0.079646017699115,2,0,7
80,,PF393903,1,80,서양음악(클래식),기악,"오혜림, 이나영, 최현정, 황요한, 박지현, 박현정, 장하은 등",,"카프리스뮤직(주관), 위즈뮤직컴퍼니(주관), 솔리스츠K(주최)",만 7세 이상,N,N,N,N,Y,2021,3,17,Wednesday,1170,1,0,1,10000.0,0.6239316239316239,2,0,4
81,,PF394691,1,60,한국음악(국악),기악,"김아름낭, 최병길, 정해임",,대구콘서트하우스(주최),만 7세 이상,N,N,N,N,N,2021,3,18,Thursday,1140,1,0,1,0.0,1.0,2,0,1
82,,PF393043,1,90,서양음악(클래식),성악,"황예진, 이신유, 조아름, 유지수, 이다영, 권순관, 임진성 등",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,3,23,Tuesday,1170,1,0,1,10000.0,0.9401709401709402,2,0,21
83,,PF393039,1,90,서양음악(클래식),성악,"서정혁, 김은혜, 은빛나",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,Y,2021,3,24,Wednesday,1170,1,0,1,10000.0,0.8888888888888888,2,0,2
84,,PF393042,1,90,서양음악(클래식),성악,"이정아, 백민아, 오영민, 제상철, 박선민",,"대구콘서트하우스(주최), 대구콘서트하우스(주관)",만 7세 이상,N,N,N,N,N,2021,3,25,Thursday,1170,1,0,1,10000.0,0.9487179487179488,2,0,11
85,,PF393999,1,90,서양음악(클래식),기악,전예림,,,만 7세 이상,N,N,N,N,N,2021,3,11,Thursday,1170,1,0,1,0.0,0.9658119658119658,2,0,1
86,,PF394046,1,80,서양음악(클래식),기악,"이동신, 김병헌, 정수연, 박민주, 강다영, 구예영, 김민경 등",정종영,"대구스트링스심포니오케스트라(제작사), 대구스트링스심포니오케스트라(주관)",만 13세 이상,N,N,N,N,N,2021,4,6,Tuesday,1170,1,0,1,10000.0,0.9658119658119658,2,0,33
87,,PF395558,1,90,서양음악(클래식),기악,"이경은, 김효준, 신경은, 최민석, 마재성, 이아영, 유미주 등",경희설,"경희설 비올라 클래스(주최), 경희설 비올라 클래스(주관)",만 5세 이상,N,N,N,N,N,2021,4,14,Wednesday,1140,1,0,1,0.0,0.9658119658119658,2,0,1
88,,PF395532,1,70,서양음악(클래식),기악,"배원, 박진아",,음악교육신문사(주최),만 7세 이상,N,N,N,N,N,2021,4,15,Thursday,1170,1,0,1,20000.0,0.05,2,0,5
89,,PF395344,1,90,서양음악(클래식),오페라,"김형준, 최요섭, 오영민, 이주희, 조광래, 김명규, 곽보라 등",,"아트라스(주관), 아트라스(주최), 아트메이트(주관)",만 7세 이상,N,N,N,N,Y,2021,4,17,Saturday,1080,1,0,1,20000.0,0.9658119658119658,2,0,2
90,,PF395796,1,80,서양음악(클래식),성악,"구수민, 김조아, 이보나, 이보영, 이은경, 이정현, 장민수 등",,"한국가곡회(주관), 한국가곡회(주최)",만 7세 이상,N,N,N,N,N,2021,4,22,Thursday,1170,1,0,1,20000.0,0.9658119658119658,2,0,16
91,,PF394982,1,90,서양음악(클래식),기악,"이강원, 김보경, 박용인, 김보혜, 신동훈, 정지원, 강수연 등",권은실,"대구콘서트하우스(주관), 대구콘서트하우스(주최)",만 7세 이상,N,N,N,N,Y,2021,4,23,Friday,1170,1,0,1,10000.0,0.9658119658119658,2,0,20
92,,PF396283,1,90,서양음악(클래식),기악,"강대현, 주미정, 송효정, 장태화, 박지은, 김경미, 이송희 등",,"천마피아노연구회(주최), 천마피아노연구회(주관)",만 7세 이상,N,N,N,N,N,2021,4,27,Tuesday,1170,1,0,1,0.0,0.9487179487179488,2,0,6
93,,PF394032,1,90,서양음악(클래식),기악,"백나현, 우현수, 박선경, 정혜진, 박주영, 이수진, 조종욱 등",,"대구콘서트하우스(주관), 대구콘서트하우스(주최), 한국문화예술회관연합회(KoCACA)(주관), 문화체육관광부(주최)",만 7세 이상,N,N,N,N,Y,2021,4,28,Wednesday,1170,1,0,1,5000.0,0.9145299145299144,2,0,7
94,,PF395782,1,80,서양음악(클래식),성악,"주선영, 오태경, 하지현, 오국환",,,만 8세 이상,N,N,N,N,N,2021,4,29,Thursday,1170,1,0,1,20000.0,0.9658119658119658,2,0,4
95,,PF395811,1,80,서양음악(클래식),기악,김은옥,,,,N,N,N,N,N,2021,5,5,Wednesday,1020,1,1,1,10000.0,0.9658119658119658,2,0,1
96,,PF396454,1,90,서양음악(클래식),기악,"황효정, 전자희, 이윤하",,"킴스클래식예술기획(주관), 효성애드(주최)",만 7세 이상,N,N,N,N,N,2021,5,6,Thursday,1170,1,0,1,20000.0,0.0353982300884955,2,0,2
97,,PF395865,1,70,서양음악(클래식),기악,"윤주리, 오지혜, 장지은, 오지환, 한진, 최혜리",,,만 5세 이상,N,N,N,N,N,2021,5,8,Saturday,1020,1,0,1,10000.0,0.7264957264957265,2,0,2
98,,PF395858,1,70,서양음악(클래식),기악,"이상준, 박혜지, 우정훈, 이솔",,"프란츠 스튜디오(주관), 프란츠스튜디오(Franz Studio)(주관)",만 7세 이상,N,N,N,N,N,2021,5,9,Sunday,1020,1,0,1,10000.0,0.672566371681416,2,80,5
